"Autonomous_region","State_2","Island","INE","Village","Web","Identificador","Name","Name_2","Length","Width","Occupation_level","Urbanization_level","Promenade","Sand_type","Surge","Nudism","Vegetation","Blue_flag","SOS","Disabled_access","Bus","Parking","Parking_security","Parking_Q","Toilets","Footbaths","Showers","Trash","Clean_service","Umbrelas_rent","Hammocks_rent","Tourism_office","Food_shop","Beverage_shop","Children_area","Sport_area","Diving","Surf","Coordenate_UTM_X","Coordenate_UTM_Y","Huso","Coordenada_geografica_Longitud","Coordenada_geografica_Latitud","Composition","Protected_area","Latitude","Longitude","Point"
"Galicia","A Coruña","",15030,"A Coruña","http://www.coruna.es",1544,"Riazor","",570,25,"High","Urban","TRUE","Golden","Moderate swell","FALSE","FALSE",TRUE,TRUE,TRUE,TRUE,TRUE,"Guarded","> 100",TRUE,TRUE,TRUE,"TRUE",TRUE,FALSE,TRUE,"FALSE",FALSE,TRUE,FALSE,TRUE,"FALSE",TRUE,547689.355,4801917.768,29,"08<U+222B> 24' 40,983'' W","43<U+222B> 22' 06,993'' N","Sand",FALSE,43.36784619,-8.411401494,"<p><strong>Beach name: </strong>Riazor<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>A Coruña<br><strong>Beach length: </strong>570 m<br><strong>Beach width: </strong>25 m</p>"
"Galicia","A Coruña","",15030,"A Coruña","http://www.coruna.es",1545,"Lino","",70,7,"Medium","Urban","TRUE","Golden","Moderate swell / Windy","FALSE","FALSE",FALSE,FALSE,TRUE,TRUE,FALSE,"","",FALSE,NA,TRUE,"TRUE",TRUE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,547023.35,4802509.767,29,"08<U+222B> 25' 10,392'' W","43<U+222B> 22' 26,334'' N","Grave / Sand",FALSE,43.3732185,-8.419570311,"<p><strong>Beach name: </strong>Lino<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>A Coruña<br><strong>Beach length: </strong>70 m<br><strong>Beach width: </strong>7 m</p>"
"Galicia","A Coruña","",15030,"A Coruña","http://www.coruna.es",1546,"La Cetarea","",35,5,"Low","Urban","TRUE","Golden","Moderate swell","FALSE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE,"","",FALSE,FALSE,TRUE,"TRUE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,544796.373,4802826.758,29,"08<U+222B> 26' 49,256'' W","43<U+222B> 22' 37,099'' N","Rock / Sand",FALSE,43.37620888,-8.447031636,"<p><strong>Beach name: </strong>La Cetarea<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>A Coruña<br><strong>Beach length: </strong>35 m<br><strong>Beach width: </strong>5 m</p>"
"Galicia","A Coruña","",15030,"A Coruña","http://www.coruna.es",1547,"La Cetarea","O Portiño",20,47,"Low","Semiurban","FALSE","Golden","Moderate swell","FALSE","TRUE",FALSE,FALSE,FALSE,TRUE,TRUE,"Non-guarded","< 50",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,544833.382,4802330.757,29,"08<U+222B> 26' 47,757'' W","43<U+222B> 22' 21,014'' N","Rock / Sand",FALSE,43.37174071,-8.446615427,"<p><strong>Beach name: </strong>La Cetarea<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>A Coruña<br><strong>Beach length: </strong>20 m<br><strong>Beach width: </strong>47 m</p>"
"Galicia","A Coruña","",15030,"A Coruña","http://www.coruna.es",1548,"Bens","",60,40,"Low","Isolated","FALSE","Golden","Heavy swell / Windy","FALSE","FALSE",FALSE,FALSE,TRUE,TRUE,TRUE,"Non-guarded","< 50",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,544036.419,4800915.749,29,"08<U+222B> 27' 23,580'' W","43<U+222B> 21' 35,316'' N","Grave / Sand",FALSE,43.35904723,-8.456565758,"<p><strong>Beach name: </strong>Bens<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>A Coruña<br><strong>Beach length: </strong>60 m<br><strong>Beach width: </strong>40 m</p>"
"Galicia","A Coruña","",15067,"A Pobra do Caramiñal","http://www.apobra.org",1549,"Corna","Esteiron",820,12,"Medium","Isolated","FALSE","White","Moderate swell","FALSE","TRUE",FALSE,TRUE,TRUE,TRUE,TRUE,"Non-guarded","< 50",FALSE,FALSE,FALSE,"FALSE",TRUE,FALSE,FALSE,"FALSE",TRUE,TRUE,FALSE,FALSE,"FALSE",FALSE,504248.663,4714764.174,29,"08<U+222B> 56' 53,597'' W","42<U+222B> 35' 07,020'' N","Sand",TRUE,42.58453356,-8.948222861,"<p><strong>Beach name: </strong>Corna<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>A Pobra do Caramiñal<br><strong>Beach length: </strong>820 m<br><strong>Beach width: </strong>12 m</p>"
"Galicia","A Coruña","",15067,"A Pobra do Caramiñal","http://www.apobra.org",1550,"A Illa","",400,13,"High","Semiurban","TRUE","White","Moderate swell","FALSE","TRUE",TRUE,TRUE,TRUE,TRUE,TRUE,"Non-guarded","< 50",TRUE,NA,TRUE,"TRUE",TRUE,FALSE,FALSE,"FALSE",TRUE,TRUE,FALSE,FALSE,"FALSE",FALSE,505154.76,4714696.03,29,"08<U+222B> 56' 13,88'' W","42<U+222B> 35' 04,790'' N","Sand",FALSE,42.58391436,-8.93718116,"<p><strong>Beach name: </strong>A Illa<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>A Pobra do Caramiñal<br><strong>Beach length: </strong>400 m<br><strong>Beach width: </strong>13 m</p>"
"Galicia","A Coruña","",15067,"A Pobra do Caramiñal","http://www.apobra.org",1551,"Lombiña","Lombiña-Cabio",600,20,"High","Semiurban","TRUE","White","Calm","FALSE","TRUE",TRUE,TRUE,TRUE,TRUE,TRUE,"Non-guarded","> 100",TRUE,TRUE,TRUE,"TRUE",TRUE,FALSE,FALSE,"FALSE",TRUE,TRUE,TRUE,TRUE,"TRUE",FALSE,505664.53,4714955.09,29,"08<U+222B> 55' 51,49'' W","42<U+222B> 35' 13,170'' N","Sand",FALSE,42.58624377,-8.930966243,"<p><strong>Beach name: </strong>Lombiña<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>A Pobra do Caramiñal<br><strong>Beach length: </strong>600 m<br><strong>Beach width: </strong>20 m</p>"
"Galicia","A Coruña","",15067,"A Pobra do Caramiñal","http://www.apobra.org",1552,"Cabio","A Barca",130,15,"High","Semiurban","TRUE","White","Calm","FALSE","FALSE",FALSE,TRUE,TRUE,TRUE,TRUE,"Non-guarded","> 100",TRUE,NA,TRUE,"TRUE",TRUE,FALSE,FALSE,"FALSE",TRUE,TRUE,TRUE,FALSE,"FALSE",FALSE,506086.43,4714946.16,29,"08<U+222B> 55' 32,98'' W","42<U+222B> 35' 12,870'' N","Sand",FALSE,42.58616014,-8.925824637,"<p><strong>Beach name: </strong>Cabio<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>A Pobra do Caramiñal<br><strong>Beach length: </strong>130 m<br><strong>Beach width: </strong>15 m</p>"
"Galicia","A Coruña","",15067,"A Pobra do Caramiñal","http://www.apobra.org",1553,"Agronovo","",180,7,"Low","Isolated","FALSE","White","Calm","FALSE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE,"","",FALSE,FALSE,FALSE,"TRUE",TRUE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,506484.91,4715306.78,29,"08<U+222B> 55' 15,50'' W","42<U+222B> 35' 24,530'' N","Rock / Sand",FALSE,42.58940448,-8.920964261,"<p><strong>Beach name: </strong>Agronovo<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>A Pobra do Caramiñal<br><strong>Beach length: </strong>180 m<br><strong>Beach width: </strong>7 m</p>"
"Galicia","A Coruña","",15067,"A Pobra do Caramiñal","http://www.apobra.org",1554,"Niñeiriños","",250,7,"Low","Isolated","FALSE","White","Calm","FALSE","TRUE",FALSE,TRUE,FALSE,TRUE,FALSE,"","",FALSE,FALSE,FALSE,"TRUE",TRUE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,506512.5,4715639.4,29,"08<U+222B> 55' 14,26'' W","42<U+222B> 35' 35,330'' N","Rock / Sand",FALSE,42.59239969,-8.920624203,"<p><strong>Beach name: </strong>Niñeiriños<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>A Pobra do Caramiñal<br><strong>Beach length: </strong>250 m<br><strong>Beach width: </strong>7 m</p>"
"Galicia","A Coruña","",15067,"A Pobra do Caramiñal","http://www.apobra.org",1555,"Arenal","",1100,26,"High","Urban","TRUE","White","Calm","FALSE","FALSE",FALSE,TRUE,TRUE,TRUE,TRUE,"Non-guarded","> 100",FALSE,NA,TRUE,"TRUE",TRUE,FALSE,FALSE,"TRUE",TRUE,TRUE,FALSE,TRUE,"FALSE",FALSE,505504.672,4716219.181,29,"08<U+222B> 55' 58,441'' W","42<U+222B> 35' 54,163'' N","Sand",FALSE,42.59762879,-8.932902225,"<p><strong>Beach name: </strong>Arenal<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>A Pobra do Caramiñal<br><strong>Beach length: </strong>1100 m<br><strong>Beach width: </strong>26 m</p>"
"Galicia","A Coruña","",15067,"A Pobra do Caramiñal","http://www.apobra.org",1556,"San Lazaro","",110,10,"Low","Urban","FALSE","White","Calm","FALSE","TRUE",FALSE,FALSE,FALSE,TRUE,TRUE,"Non-guarded","< 50",FALSE,FALSE,FALSE,"TRUE",TRUE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,505554.31,4717694.98,29,"08<U+222B> 55' 56,22'' W","42<U+222B> 36' 41,980'' N","Grave / Sand",FALSE,42.61091883,-8.932282784,"<p><strong>Beach name: </strong>San Lazaro<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>A Pobra do Caramiñal<br><strong>Beach length: </strong>110 m<br><strong>Beach width: </strong>10 m</p>"
"Galicia","A Coruña","",15067,"A Pobra do Caramiñal","http://www.apobra.org",1557,"Raposiños","",160,30,"Low","Semiurban","FALSE","White","Calm","FALSE","TRUE",FALSE,FALSE,FALSE,TRUE,TRUE,"Non-guarded","< 50",FALSE,FALSE,FALSE,"FALSE",TRUE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,505880.81,4717952.19,29,"08<U+222B> 55'  41,91'' W","42<U+222B> 36' 50,330'' N","Sand",FALSE,42.61323272,-8.928299497,"<p><strong>Beach name: </strong>Raposiños<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>A Pobra do Caramiñal<br><strong>Beach length: </strong>160 m<br><strong>Beach width: </strong>30 m</p>"
"Galicia","A Coruña","",15067,"A Pobra do Caramiñal","http://www.apobra.org",1558,"La Merced","",110,9,"Low","Semiurban","FALSE","White","Calm","FALSE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE,"","",FALSE,FALSE,FALSE,"FALSE",TRUE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,506372.02,4718641.19,29,"08<U+222B> 55' 20,28'' W","42<U+222B> 37' 12,660'' N","Sand",FALSE,42.61943363,-8.922302817,"<p><strong>Beach name: </strong>La Merced<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>A Pobra do Caramiñal<br><strong>Beach length: </strong>110 m<br><strong>Beach width: </strong>9 m</p>"
"Galicia","A Coruña","",15067,"A Pobra do Caramiñal","http://www.apobra.org",1559,"Riveiriña","",260,8,"Medium","Semiurban","FALSE","Golden","Calm","FALSE","TRUE",FALSE,TRUE,FALSE,TRUE,FALSE,"","",FALSE,FALSE,FALSE,"FALSE",TRUE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,506505.94,4718891.4,29,"08<U+222B> 55' 14,43'' W","42<U+222B> 37' 20,760'' N","Sand",FALSE,42.62168578,-8.920667006,"<p><strong>Beach name: </strong>Riveiriña<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>A Pobra do Caramiñal<br><strong>Beach length: </strong>260 m<br><strong>Beach width: </strong>8 m</p>"
"Galicia","A Coruña","",15067,"A Pobra do Caramiñal","http://www.apobra.org",1560,"Toxal","",180,7,"Low","Semiurban","FALSE","Golden","Calm","FALSE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE,"","",FALSE,FALSE,FALSE,"FALSE",TRUE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,506660.55,4719079.96,29,"08<U+222B> 55' 7,62'' W","42<U+222B> 37' 26,850'' N","Sand",FALSE,42.62338254,-8.918779496,"<p><strong>Beach name: </strong>Toxal<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>A Pobra do Caramiñal<br><strong>Beach length: </strong>180 m<br><strong>Beach width: </strong>7 m</p>"
"Galicia","A Coruña","",15067,"A Pobra do Caramiñal","http://www.apobra.org",1561,"La Poza","",100,10,"Low","Semiurban","FALSE","Golden","Calm","FALSE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE,"","",FALSE,FALSE,FALSE,"FALSE",TRUE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,506842.73,4719189.74,29,"08<U+222B> 54' 59,63'' W","42<U+222B> 37' 30,410'' N","Sand",FALSE,42.62436957,-8.916556627,"<p><strong>Beach name: </strong>La Poza<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>A Pobra do Caramiñal<br><strong>Beach length: </strong>100 m<br><strong>Beach width: </strong>10 m</p>"
"Galicia","A Coruña","",15067,"A Pobra do Caramiñal","http://www.apobra.org",1562,"Campo","",50,6,"Low","Semiurban","TRUE","Golden","Calm","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE,"","",FALSE,FALSE,FALSE,"TRUE",TRUE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,506935.54,4719237.78,29,"08<U+222B> 54' 55,54'' W","42<U+222B> 37' 31,960'' N","Sand",FALSE,42.62480136,-8.915424275,"<p><strong>Beach name: </strong>Campo<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>A Pobra do Caramiñal<br><strong>Beach length: </strong>50 m<br><strong>Beach width: </strong>6 m</p>"
"Galicia","A Coruña","",15067,"A Pobra do Caramiñal","http://www.apobra.org",1563,"Conchido","",60,4,"Low","Urban","TRUE","Golden","Calm","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE,"","",FALSE,FALSE,FALSE,"FALSE",TRUE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,507426.91,4719738.38,29,"8<U+222B> 54' 33,96'' W","42<U+222B> 37' 48,190'' N","Sand",FALSE,42.62930494,-8.909425716,"<p><strong>Beach name: </strong>Conchido<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>A Pobra do Caramiñal<br><strong>Beach length: </strong>60 m<br><strong>Beach width: </strong>4 m</p>"
"Galicia","A Coruña","",15004,"Ares","http://www.concellodeares.com",1564,"Chanteiro","",350,15,"Medium","Semiurban","FALSE","White","Calm / Moderate swell","FALSE","FALSE",FALSE,TRUE,FALSE,TRUE,TRUE,"Non-guarded","< 50",FALSE,TRUE,TRUE,"TRUE",TRUE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,556396.044,4810548.944,29,"08<U+222B> 18' 10,933'' W","43<U+222B> 26' 44,588'' N","Sand",TRUE,43.44495448,-8.303057309,"<p><strong>Beach name: </strong>Chanteiro<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>Ares<br><strong>Beach length: </strong>350 m<br><strong>Beach width: </strong>15 m</p>"
"Galicia","A Coruña","",15004,"Ares","http://www.concellodeares.com",1565,"Ribada","Centeas",130,15,"Low","Isolated","FALSE","White","Moderate swell","FALSE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE,"","",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,560465.138,4807812.966,29,"08<U+222B> 15' 11,004'' W","43<U+222B> 25' 14,764'' N","Sand",FALSE,43.42000355,-8.253078501,"<p><strong>Beach name: </strong>Ribada<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>Ares<br><strong>Beach length: </strong>130 m<br><strong>Beach width: </strong>15 m</p>"
"Galicia","A Coruña","",15004,"Ares","http://www.concellodeares.com",1566,"Estacas","",100,15,"Low","Isolated","FALSE","White","Moderate swell","FALSE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE,"","",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,560755.1,4807781.72,29,"08<U+222B> 14' 58,13'' W","43<U+222B> 25' 13,640'' N","Sand",FALSE,43.41969877,-8.249500397,"<p><strong>Beach name: </strong>Estacas<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>Ares<br><strong>Beach length: </strong>100 m<br><strong>Beach width: </strong>15 m</p>"
"Galicia","A Coruña","",15004,"Ares","http://www.concellodeares.com",1567,"Ares","",950,40,"Medium","Urban","TRUE","Golden","Calm","FALSE","FALSE",FALSE,TRUE,TRUE,TRUE,TRUE,"Non-guarded","< 50",TRUE,TRUE,TRUE,"TRUE",TRUE,FALSE,FALSE,"TRUE",TRUE,TRUE,FALSE,FALSE,"FALSE",FALSE,561548.139,4808747.007,29,"08<U+222B> 14' 22,466'' W","43<U+222B> 25' 44,721'' N","Sand",FALSE,43.42832498,-8.239596158,"<p><strong>Beach name: </strong>Ares<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>Ares<br><strong>Beach length: </strong>950 m<br><strong>Beach width: </strong>40 m</p>"
"Galicia","A Coruña","",15004,"Ares","http://www.concellodeares.com",1568,"Seselle","",1050,40,"Medium","Semiurban","FALSE","Golden","Calm","FALSE","TRUE",FALSE,TRUE,FALSE,TRUE,TRUE,"Non-guarded","< 50",TRUE,TRUE,TRUE,"TRUE",TRUE,FALSE,FALSE,"FALSE",TRUE,TRUE,FALSE,FALSE,"FALSE",FALSE,562483.167,4808751.026,29,"08<U+222B> 13' 40,880'' W","43<U+222B> 25' 44,573'' N","Sand",FALSE,43.42828376,-8.228044806,"<p><strong>Beach name: </strong>Seselle<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>Ares<br><strong>Beach length: </strong>1050 m<br><strong>Beach width: </strong>40 m</p>"
"Galicia","A Coruña","",15004,"Ares","http://www.concellodeares.com",1569,"Raso","",580,35,"Medium","Semiurban","FALSE","Golden","Calm","FALSE","FALSE",FALSE,FALSE,TRUE,TRUE,TRUE,"Non-guarded","< 50",TRUE,TRUE,TRUE,"TRUE",TRUE,FALSE,FALSE,"FALSE",TRUE,TRUE,FALSE,FALSE,"FALSE",FALSE,563187.197,4808301.032,29,"08<U+222B> 13' 09,756'' W","43<U+222B> 25' 29,775'' N","Sand",FALSE,43.42417321,-8.219399644,"<p><strong>Beach name: </strong>Raso<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>Ares<br><strong>Beach length: </strong>580 m<br><strong>Beach width: </strong>35 m</p>"
"Galicia","A Coruña","",15004,"Ares","http://www.concellodeares.com",1570,"Sabadelle","",150,35,"Low","Isolated","FALSE","White","Calm","FALSE","TRUE",FALSE,FALSE,FALSE,TRUE,TRUE,"Non-guarded","< 50",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,564010.23,4807887.04,29,"08<U+222B> 12' 33,330'' W","43<U+222B> 25' 16,105'' N","Sand",FALSE,43.420376,-8.20928154,"<p><strong>Beach name: </strong>Sabadelle<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>Ares<br><strong>Beach length: </strong>150 m<br><strong>Beach width: </strong>35 m</p>"
"Galicia","A Coruña","",15004,"Ares","http://www.concellodeares.com",1571,"Redes","Area Morta",160,20,"Low","Urban","FALSE","White","Calm","FALSE","FALSE",FALSE,FALSE,TRUE,TRUE,TRUE,"Non-guarded","> 50 & < 100",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,564610.24,4808337.062,29,"08<U+222B> 12' 06,457'' W","43<U+222B> 25' 30,506'' N","Sand",FALSE,43.42437623,-8.201817088,"<p><strong>Beach name: </strong>Redes<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>Ares<br><strong>Beach length: </strong>160 m<br><strong>Beach width: </strong>20 m</p>"
"Galicia","A Coruña","",15005,"Arteixo","http://www.arteixo.org",1572,"El Matadero","",100,10,"Low","Isolated","FALSE","Golden","Moderate swell","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE,"","",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,542305.449,4800100.738,29,"08<U+222B> 28' 40,705'' W","43<U+222B> 21' 09,256'' N","Rock / Sand",FALSE,43.35180838,-8.477988923,"<p><strong>Beach name: </strong>El Matadero<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>Arteixo<br><strong>Beach length: </strong>100 m<br><strong>Beach width: </strong>10 m</p>"
"Galicia","A Coruña","",15005,"Arteixo","http://www.arteixo.org",1573,"Suevos","Area Grande",145,15,"Medium","Semiurban","FALSE","White","Moderate swell","FALSE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE,"","",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,541503.456,4800105.735,29,"08<U+222B> 29' 16,329'' W","43<U+222B> 21' 09,579'' N","Sand",FALSE,43.35189812,-8.487884023,"<p><strong>Beach name: </strong>Suevos<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>Arteixo<br><strong>Beach length: </strong>145 m<br><strong>Beach width: </strong>15 m</p>"
"Galicia","A Coruña","",15005,"Arteixo","http://www.arteixo.org",1574,"Area Pequeña","",40,15,"Medium","Semiurban","FALSE","White","Moderate swell","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE,"","",FALSE,FALSE,FALSE,"TRUE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,541410.454,4800295.735,29,"08<U+222B> 29' 20,408'' W","43<U+222B> 21' 15,757'' N","Sand",FALSE,43.35361401,-8.489017187,"<p><strong>Beach name: </strong>Area Pequeña<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>Arteixo<br><strong>Beach length: </strong>40 m<br><strong>Beach width: </strong>15 m</p>"
"Galicia","A Coruña","",15005,"Arteixo","http://www.arteixo.org",1575,"Sabon","Alba",800,50,"Medium","Isolated","TRUE","White","Heavy swell","FALSE","TRUE",TRUE,TRUE,TRUE,TRUE,TRUE,"Non-guarded","> 100",TRUE,TRUE,TRUE,"TRUE",TRUE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,"FALSE",TRUE,539779.504,4797401.718,29,"08<U+222B> 30' 33,613'' W","43<U+222B> 19' 42,264'' N","Sand",TRUE,43.32764424,-8.509351379,"<p><strong>Beach name: </strong>Sabon<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>Arteixo<br><strong>Beach length: </strong>800 m<br><strong>Beach width: </strong>50 m</p>"
"Galicia","A Coruña","",15005,"Arteixo","http://www.arteixo.org",1576,"La Salsa","",145,15,"Medium","Isolated","TRUE","White","Moderate swell","FALSE","TRUE",TRUE,TRUE,FALSE,TRUE,TRUE,"Non-guarded","< 50",TRUE,TRUE,TRUE,"TRUE",TRUE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,"FALSE",TRUE,538610.517,4796706.715,29,"08<U+222B> 31' 25,696'' W","43<U+222B> 19' 19,954'' N","Rock / Sand",TRUE,43.3214473,-8.523818292,"<p><strong>Beach name: </strong>La Salsa<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>Arteixo<br><strong>Beach length: </strong>145 m<br><strong>Beach width: </strong>15 m</p>"
"Galicia","A Coruña","",15005,"Arteixo","http://www.arteixo.org",1577,"La Hucha","Valcobo Pequeña",95,15,"High","Isolated","TRUE","White","Moderate swell","FALSE","TRUE",TRUE,TRUE,FALSE,TRUE,TRUE,"Non-guarded","> 50 & < 100",TRUE,FALSE,FALSE,"TRUE",TRUE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,"FALSE",FALSE,538092.53,4796194.81,29,"08<U+222B> 31' 48,85'' W","43<U+222B> 19' 03,430'' N","Stone / Rock",TRUE,43.31686446,-8.530241901,"<p><strong>Beach name: </strong>La Hucha<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>Arteixo<br><strong>Beach length: </strong>95 m<br><strong>Beach width: </strong>15 m</p>"
"Galicia","A Coruña","",15005,"Arteixo","http://www.arteixo.org",1578,"Valcobo","",255,40,"High","Semiurban","TRUE","White","Moderate swell / Heavy swell","FALSE","TRUE",TRUE,TRUE,TRUE,TRUE,TRUE,"Non-guarded","> 100",TRUE,TRUE,TRUE,"TRUE",TRUE,FALSE,FALSE,"FALSE",TRUE,TRUE,FALSE,FALSE,"FALSE",TRUE,537842.6,4795973.36,29,"08<U+222B> 31' 60,00'' W","43<U+222B> 18' 56,310'' N","Sand",TRUE,43.31488312,-8.533339202,"<p><strong>Beach name: </strong>Valcobo<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>Arteixo<br><strong>Beach length: </strong>255 m<br><strong>Beach width: </strong>40 m</p>"
"Galicia","A Coruña","",15005,"Arteixo","http://www.arteixo.org",1579,"Combouzas","",300,30,"High","Semiurban","TRUE","White","Moderate swell / Windy","TRUE","TRUE",TRUE,TRUE,TRUE,TRUE,FALSE,"","",TRUE,TRUE,TRUE,"TRUE",TRUE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,"FALSE",TRUE,536982.41,4795627.82,29,"08<U+222B> 32' 38,26'' W","43<U+222B> 18' 45,250'' N","Sand",FALSE,43.31181461,-8.543969675,"<p><strong>Beach name: </strong>Combouzas<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>Arteixo<br><strong>Beach length: </strong>300 m<br><strong>Beach width: </strong>30 m</p>"
"Galicia","A Coruña","",15005,"Arteixo","http://www.arteixo.org",1580,"Barrañan","",1100,20,"High","Semiurban","TRUE","White","Heavy swell / Windy","FALSE","TRUE",TRUE,TRUE,TRUE,TRUE,TRUE,"Non-guarded","> 100",TRUE,TRUE,TRUE,"TRUE",TRUE,FALSE,FALSE,"FALSE",TRUE,TRUE,FALSE,FALSE,"FALSE",TRUE,536392.03,4795456.88,29,"08<U+222B> 33' 4,49'' W","43<U+222B> 18' 39,810'' N","Sand",TRUE,43.31030423,-8.551260758,"<p><strong>Beach name: </strong>Barrañan<br><strong>Autonomous Comunity: </strong>Galicia<br><strong>County: </strong>Arteixo<br><strong>Beach length: </strong>1100 m<br><strong>Beach width: </strong>20 m</p>"
